date,operator,bottype,stars,bot_1_No,bot_2_No,bots,dress_diameter_bot_1,dress_diameter_bot_2,folder,path,LocatingFile,minCircleRadius,maxCircleRadius,startingVoltage,endingVoltage,fps,cpp,start_min,end_min,arenaSize[cm],comments,backedup,motorVal,production,linkingFileName,botLocatingFileName,botLinkingFileName,miniVideoFileNamePack,locatingFileNamePack,linkingFileNamePack
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,0:32,0:37,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,0:43,0:49,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,0:58,1:03,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,1:12,1:15,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,1:21,1:23,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,1:33,1:36,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,1:43,1:47,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,1:54,1:57,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,2:04,2:06,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,2:26,2:29,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,2:36,2:38,,,,,,,,,,,
,,aligner,,,,,19.6,19.6,D:\Eden\dress_exp\15_5_24\aligners,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4,D:\Eden\dress_exp\15_5_24\aligners\C0809.MP4_locatedFull20240516_bot_Eden_test.csv,,,,,,,2:46,2:48,,,,,,,,,,,
20240515,Eden,aligner,,1,3,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0810.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0810.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:10,0:23,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0810.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0810.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:29,0:43,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0810.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0810.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:50,1:29,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0811.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0811.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:12,0:27,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0811.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0811.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:59,1:14,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:10,0:17,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:24,0:37,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:43,0:50,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:55,1:19,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,1:25,1:47,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,1:50,1:53,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,2:00,2:04,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,2:28,2:36,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,2:41,3:06,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,3:11,3:18,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,3:23,3:32,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,3:41,3:53,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,4:03,4:10,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,4:17,4:50,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,7:06,7:09,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,7:15,7:26,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,7:30,7:38,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,7:44,8:02,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,8:07,8:15,,,,,,,,,,,
,,aligner,,,,,23,23,D:\Eden\dress_exp\16_5_24_aligners,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4,D:\Eden\dress_exp\16_5_24_aligners\C0812.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,8:18,8:24,,,,,,,,,,,
20240528,,fronter,,10,12,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0817.MP4,D:\Eden\dress_exp\28_5_24\C0817.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:17,12:37,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0817.MP4,D:\Eden\dress_exp\28_5_24\C0817.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,12:40,13:29,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0817.MP4,D:\Eden\dress_exp\28_5_24\C0817.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,13:35,14:12,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0817.MP4,D:\Eden\dress_exp\28_5_24\C0817.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,14:19,24:24:00,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0817.MP4,D:\Eden\dress_exp\28_5_24\C0817.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,24:36:00,32:46:00,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0818.MP4,D:\Eden\dress_exp\28_5_24\C0818.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:46,9:30,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0820.MP4,D:\Eden\dress_exp\28_5_24\C0820.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:08,4:04,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0821.MP4,D:\Eden\dress_exp\28_5_24\C0821.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:04,2:09,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0821.MP4,D:\Eden\dress_exp\28_5_24\C0821.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,2:26,2:43,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0822.MP4,D:\Eden\dress_exp\28_5_24\C0822.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:56,1:31,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0823.MP4,D:\Eden\dress_exp\28_5_24\C0823.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:07,13:55,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0824.MP4,D:\Eden\dress_exp\28_5_24\C0824.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:31,2:22,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0824.MP4,D:\Eden\dress_exp\28_5_24\C0824.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,2:43,6:51,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0825.MP4,D:\Eden\dress_exp\28_5_24\C0825.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:41,1:05,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0825.MP4,D:\Eden\dress_exp\28_5_24\C0825.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,1:11,2:28,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0826.MP4,D:\Eden\dress_exp\28_5_24\C0826.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,0:08,1:01,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0826.MP4,D:\Eden\dress_exp\28_5_24\C0826.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,1:08,1:54,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0826.MP4,D:\Eden\dress_exp\28_5_24\C0826.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,1:58,6:00,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0826.MP4,D:\Eden\dress_exp\28_5_24\C0826.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,6:10,15:23,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\28_5_24,D:\Eden\dress_exp\28_5_24\C0826.MP4,D:\Eden\dress_exp\28_5_24\C0826.MP4_locatedFull20240526_bot_Eden_test.csv,,,,,,,15:30,20:46,,,,,,,,,,,
20240530,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0834.MP4,D:\Eden\dress_exp\30_5_24\C0834.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:09,1:06,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0835.MP4,D:\Eden\dress_exp\30_5_24\C0835.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,2:19,3:59,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0836.MP4,D:\Eden\dress_exp\30_5_24\C0836.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:06,16:07,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0837.MP4,D:\Eden\dress_exp\30_5_24\C0837.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:06,15:09,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0838.MP4,D:\Eden\dress_exp\30_5_24\C0838.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:05,15:45,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0839.MP4,D:\Eden\dress_exp\30_5_24\C0839.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:05,10:44,,,,,,,,,,,
,,fronter,,,,,19.6,19.6,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0840.MP4,D:\Eden\dress_exp\30_5_24\C0840.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:05,15:12,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0842.MP4,D:\Eden\dress_exp\30_5_24\C0842.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:28,1:19,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0842.MP4,D:\Eden\dress_exp\30_5_24\C0842.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,1:29,3:48,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0843.MP4,D:\Eden\dress_exp\30_5_24\C0843.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:05,17:05,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\30_5_24,D:\Eden\dress_exp\30_5_24\C0846.MP4,D:\Eden\dress_exp\30_5_24\C0846.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:06,17:21,,,,,,,,,,,
,,fronter,,,,,23,23,D:\Eden\dress_exp\30_5_25,D:\Eden\dress_exp\30_5_24\C0847.MP4,D:\Eden\dress_exp\30_5_24\C0847.MP4_locatedFull20240602_bot_Eden_test.csv,,,,,,,0:06,15:35,,,,,,,,,,,