,0
1669,3.68
1670,0.12
1671,4.76
1672,5.48
1673,0.04
1674,11.72
1675,12.68
1676,0.04
1677,14.12
1678,12.72
1679,0.04
1680,0.08
1681,33.28
1682,20.44
1683,0.04
1684,17.84
1685,0.04
1686,0.04
1687,0.04
1688,18.88
1689,20.04
1690,11.72
1691,0.16
1692,0.04
1693,0.08
1694,0.08
1695,0.08
1696,0.04
1697,0.24
1698,0.04
1699,0.04
1700,0.04
1701,0.04
1702,0.88
1703,3.24
1704,0.04
1705,0.04
1706,2.0
1707,0.04
1708,0.08
1709,3.72
1710,0.04
1711,14.32
1712,0.04
1713,5.8
1714,0.04
1715,0.04
1716,0.04
1717,0.08
1718,16.4
1719,0.36
1720,1.84
1721,0.08
1722,0.04
1723,0.04
1724,0.04
1725,4.56
1726,0.04
1727,3.2
1728,0.04
1729,0.08
1730,1.64
1731,0.04
1732,0.72
1733,0.08
1734,0.16
1735,0.04
1736,0.24
1737,0.08
1738,0.04
1739,0.08
1740,1.92
1741,2.4
1742,0.08
1743,0.04
1744,4.72
1745,0.08
1746,0.04
1747,0.16
1748,0.04
1749,0.08
1750,1.36
1751,22.08
1752,3.52
1753,29.32
1754,0.04
1755,0.04
1756,0.04
1757,0.04
1758,0.04
1759,0.08
1760,0.08
1761,0.04
1762,0.36
1763,0.12
1764,0.12
1765,0.04
1766,0.08
1767,0.04
1768,0.04
1769,0.04
1770,0.08
1771,0.08
1772,0.04
1773,0.08
1774,2.88
1775,0.04
1776,12.8
1777,0.04
1778,6.12
1779,3.2
1780,17.68
1781,15.48
1782,0.04
1783,0.04
1784,0.04
1785,0.04
1786,0.04
1787,0.2
1788,0.04
1789,0.04
1790,0.04
1791,0.04
1792,0.04
1793,0.04
1794,8.96
1795,0.04
1796,0.04
1797,0.04
1798,0.04
1799,0.04
1800,7.44
1801,0.04
1802,0.04
1803,0.16
1804,0.08
1805,13.96
1806,0.08
1807,0.04
1808,0.08
1809,0.04
1810,14.76
1811,0.04
1812,0.12
1813,0.04
1814,1.68
1815,0.04
1816,0.4
1817,0.16
1818,0.04
1819,0.12
1820,0.04
1821,2.92
1822,0.24
1823,1.32
1824,3.56
1825,0.04
1826,0.08
1827,3.44
1828,0.04
1829,0.04
1830,1.6
1831,0.04
1832,0.08
1833,0.2
1834,0.04
1835,0.6
1836,0.04
1837,2.76
1838,2.32
1839,2.32
1840,0.12
1841,0.04
1842,0.04
1843,13.52
1844,2.8
1845,0.04
1846,0.12
1847,0.8
1848,0.12
1849,0.04
1850,0.04
1851,0.04
1852,2.48
1853,0.08
1854,0.28
1855,0.08
1856,0.16
1857,0.04
1858,0.6
1859,0.16
1860,0.28
1861,0.12
1862,0.04
1863,12.68
1864,0.04
1865,6.32
1866,0.04
1867,20.84
1868,0.12
1869,0.04
1870,0.04
1871,0.04
1872,24.84
1873,0.08
1874,0.04
1875,26.32
1876,0.04
1877,7.6
1878,0.04
1879,19.2
1880,21.4
1881,0.04
1882,3.32
1883,0.08
1884,0.04
1885,2.32
1886,0.4
1887,0.04
1888,0.28
1889,0.44
1890,0.08
1891,0.04
1892,0.12
1893,0.04
1894,15.84
1895,5.12
1896,0.08
1897,0.08
1898,3.16
1899,0.04
1900,24.24
1901,217.76
1902,3.72
1903,1.44
1904,4.48
1905,11.52
1906,0.12
1907,0.08
1908,0.12
1909,0.08
1910,0.04
1911,0.04
1912,0.16
1913,0.04
1914,0.04
1915,0.04
1916,0.08
1917,19.56
1918,16.36
1919,0.08
1920,14.56
1921,16.6
1922,0.04
1923,0.04
1924,2.0
1925,0.04
1926,0.12
1927,0.08
1928,8.24
1929,0.04
1930,0.04
1931,0.08
1932,1.48
1933,0.04
1934,5.36
1935,0.04
1936,1.76
1937,0.08
1938,0.04
1939,0.04
1940,0.04
1941,0.04
1942,3.32
1943,0.04
1944,0.08
1945,3.16
1946,0.24
1947,0.08
1948,0.04
1949,5.04
1950,0.04
1951,0.04
1952,0.04
1953,3.28
1954,0.04
1955,0.12
1956,4.04
1957,0.04
1958,5.04
1959,0.08
1960,7.72
1961,0.04
1962,10.52
1963,0.04
1964,0.12
1965,0.04
1966,0.04
1967,0.04
1968,0.04
1969,2.32
1970,0.04
1971,6.56
1972,0.04
1973,0.04
1974,0.04
1975,0.04
1976,2.72
1977,0.04
1978,0.04
1979,0.04
1980,0.12
1981,2.2
1982,0.12
1983,0.12
1984,0.04
1985,7.8
1986,0.08
1987,0.08
1988,0.12
1989,1.92
1990,0.04
1991,0.04
1992,2.44
1993,0.04
1994,0.04
1995,0.08
1996,3.8
1997,0.24
1998,0.12
1999,0.08
2000,4.96
2001,0.04
2002,0.04
2003,0.08
2004,0.04
2005,0.04
2006,0.04
2007,0.04
2008,0.24
2009,0.04
2010,0.12
2011,44.4
2012,0.04
2013,0.08
2014,0.04
2015,0.12
2016,0.08
2017,0.04
2018,0.12
2019,0.04
2020,0.12
2021,0.08
2022,0.2
2023,0.16
2024,0.16
2025,0.12
2026,0.2
2027,0.4
2028,10.04
2029,0.52
2030,0.08
2031,0.04
2032,0.04
2033,0.16
2034,2.68
2035,4.6
2036,3.64
2037,0.04
2038,4.12
2039,0.04
2040,0.04
2041,6.6
2042,0.28
2043,0.04
2044,0.04
2045,0.04
2046,3.32
2047,8.52
2048,0.12
2049,0.04
2050,0.04
2051,0.04
2052,9.76
2053,0.08
2054,0.08
2055,0.04
2056,9.64
2057,0.08
2058,4.52
2059,0.08
2060,0.04
2061,0.04
2062,16.16
2063,0.28
2064,0.04
2065,0.04
2066,0.04
2067,0.08
2068,0.08
2069,0.04
2070,0.04
2071,0.08
2072,0.08
2073,0.04
2074,0.2
2075,0.12
2076,0.04
2077,0.44
2078,1.04
2079,0.32
2080,0.36
2081,0.08
2082,0.48
2083,0.24
2084,0.4
2085,0.2
2086,0.08
2087,0.04
2088,0.04
2089,0.24
2090,0.12
2091,0.04
2092,0.04
2093,0.04
2094,8.44
2095,0.08
2096,9.32
2097,0.04
2098,0.04
2099,0.04
2100,0.76
2101,0.08
2102,1.36
2103,2.6
2104,0.04
2105,0.04
2106,0.16
2107,0.92
2108,0.04
2109,0.04
2110,0.08
2111,0.04
2112,0.04
2113,4.12
2114,3.04
2115,0.04
2116,7.24
2117,0.08
2118,0.04
2119,0.04
2120,0.04
2121,8.08
2122,4.68
2123,6.36
2124,0.16
2125,2.8
2126,0.08
2127,5.96
2128,0.04
2129,0.04
2130,0.04
2131,0.04
2132,0.04
2133,0.04
2134,4.08
2135,0.04
2136,0.64
2137,0.12
2138,0.28
2139,0.08
2140,3.28
2141,20.0
2142,0.04
2143,0.12
2144,5.32
2145,6.96
2146,9.16
2147,1.84
2148,6.28
2149,0.8
2150,3.68
2151,0.04
2152,0.16
2153,0.04
2154,21.08
2155,0.04
2156,0.04
2157,19.44
2158,0.24
2159,0.32
2160,0.08
2161,0.04
2162,0.04
2163,14.76
2164,0.08
2165,0.04
2166,0.04
2167,0.2
2168,5.64
2169,0.16
2170,0.08
2171,0.08
2172,0.04
2173,0.04
2174,0.12
2175,47.12
2176,0.16
2177,14.48
2178,0.04
2179,0.04
2180,0.08
2181,0.04
2182,0.04
2183,0.04
2184,0.12
2185,0.04
2186,17.64
2187,0.12
2188,38.12
2189,0.04
2190,2.88
2191,0.08
2192,15.2
2193,16.12
2194,0.04
2195,0.08
2196,9.08
2197,0.04
2198,0.08
2199,0.04
2200,0.04
2201,0.04
2202,0.04
2203,0.08
2204,0.04
2205,0.04
2206,0.04
2207,12.12
2208,0.08
2209,0.04
2210,0.04
2211,0.04
2212,3.88
2213,0.16
2214,3.32
2215,0.04
2216,2.48
2217,0.08
2218,2.84
2219,0.12
2220,5.52
2221,0.04
2222,1.28
2223,0.04
2224,4.16
2225,0.04
2226,0.04
2227,0.04
2228,1.88
2229,0.04
2230,2.08
2231,3.8
2232,0.04
2233,1.0
2234,0.04
2235,0.04
2236,4.96
2237,0.04
2238,2.48
2239,0.04
2240,0.12
2241,2.84
2242,0.04
2243,2.48
2244,1.36
2245,0.12
2246,2.4
2247,1.4
2248,13.36
2249,0.04
2250,1.56
2251,0.04
2252,0.64
2253,0.52
2254,0.04
2255,0.04
2256,0.04
2257,0.48
2258,0.12
2259,0.04
2260,0.04
2261,0.04
2262,0.04
2263,0.12
2264,0.04
2265,0.12
2266,0.4
2267,0.52
2268,11.08
2269,0.4
2270,0.12
2271,0.04
2272,0.32
2273,0.12
2274,0.04
2275,0.04
2276,13.52
2277,17.44
2278,0.16
2279,0.04
2280,0.04
2281,0.04
2282,0.08
2283,0.12
2284,0.04
2285,0.08
2286,0.04
2287,0.84
2288,16.92
2289,0.08
2290,0.08
2291,0.04
2292,1.84
2293,0.16
2294,0.04
2295,0.04
2296,0.04
2297,0.12
2298,0.08
2299,0.04
2300,0.04
2301,0.16
2302,0.08
2303,15.76
2304,0.04
2305,0.08
2306,4.76
2307,0.04
2308,0.04
2309,0.04
2310,15.36
2311,16.08
2312,0.04
2313,0.04
2314,0.08
2315,6.64
2316,0.2
2317,0.04
2318,0.04
2319,0.04
2320,0.08
2321,2.84
2322,0.04
2323,12.0
2324,0.08
2325,16.0
2326,2.6
2327,4.12
2328,2.44
2329,4.24
2330,0.04
2331,1.16
2332,0.04
2333,0.04
2334,2.0
2335,0.12
2336,0.08
2337,0.04
2338,0.04
2339,0.08
2340,1.44
2341,0.24
2342,3.0
2343,0.04
2344,2.08
2345,0.04
2346,0.04
2347,1.76
2348,0.04
2349,0.12
2350,0.08
2351,0.16
2352,2.72
2353,3.28
2354,0.12
2355,2.44
2356,0.04
2357,0.04
2358,4.04
2359,0.2
2360,0.04
2361,0.76
2362,0.04
2363,0.04
2364,0.04
2365,0.04
2366,0.04
2367,0.04
2368,0.04
2369,0.04
2370,0.44
2371,0.04
2372,0.04
2373,3.84
2374,0.04
2375,0.04
2376,1.24
2377,0.08
2378,0.12
2379,5.44
2380,0.04
2381,5.32
2382,0.04
2383,0.04
2384,0.04
2385,3.8
2386,1.4
2387,0.04
2388,2.44
2389,0.04
2390,2.56
2391,1.6
2392,0.04
2393,14.32
2394,0.04
2395,7.08
2396,0.04
2397,5.96
2398,0.04
2399,0.04
2400,5.32
2401,0.04
2402,2.24
2403,0.08
2404,3.92
2405,0.04
2406,0.2
2407,4.6
2408,0.04
2409,0.04
2410,4.2
2411,0.04
2412,0.04
2413,0.08
2414,0.04
2415,5.4
2416,0.04
2417,0.04
2418,0.12
2419,0.44
2420,0.04
2421,0.04
2422,10.52
2423,0.04
2424,0.08
2425,0.04
2426,10.4
2427,0.04
2428,0.04
2429,0.04
2430,10.44
2431,0.04
2432,15.52
2433,0.04
2434,0.04
2435,0.04
2436,0.04
2437,10.04
2438,0.04
2439,13.92
2440,0.04
2441,39.16
2442,0.04
2443,0.04
2444,0.08
2445,3.28
2446,0.04
2447,0.04
2448,5.56
2449,10.52
2450,0.08
2451,0.04
2452,5.08
2453,0.04
2454,0.04
2455,0.04
2456,0.04
2457,0.04
2458,0.04
2459,0.16
2460,3.96
2461,0.16
2462,0.16
2463,0.08
2464,0.16
2465,0.08
2466,0.04
2467,0.04
2468,0.08
2469,0.04
2470,0.04
2471,74.96
2472,0.24
2473,0.12
2474,7.6
2475,4.88
2476,0.04
2477,0.04
2478,0.08
2479,0.08
2480,0.08
2481,0.04
2482,0.04
2483,0.44
2484,0.04
2485,0.04
2486,0.04
2487,2.88
2488,0.08
2489,0.04
2490,0.04
2491,3.76
2492,5.92
2493,20.28
2494,0.04
2495,0.04
2496,15.76
2497,0.04
2498,0.0
2499,14.24
2500,0.04
2501,53.4
2502,10.68
2503,0.04
2504,0.08
2505,0.08
2506,4.28
2507,0.04
2508,7.64
2509,0.04
2510,0.08
2511,3.72
2512,0.04
2513,2.56
2514,0.04
2515,0.04
2516,0.04
2517,2.36
2518,0.04
2519,0.04
2520,3.04
2521,0.04
2522,0.16
2523,0.04
2524,3.28
2525,0.16
2526,0.04
2527,0.28
2528,1.6
2529,0.04
2530,0.04
2531,0.04
2532,0.04
2533,0.04
2534,16.36
2535,0.04
2536,0.04
2537,0.2
2538,0.12
2539,4.52
2540,0.28
2541,0.04
2542,0.04
2543,0.04
2544,0.04
2545,0.04
2546,20.04
2547,0.04
2548,6.32
2549,0.08
2550,0.04
2551,6.2
2552,0.04
2553,3.88
2554,0.04
2555,7.04
2556,0.08
2557,0.12
2558,3.16
2559,0.12
2560,1.32
2561,4.88
2562,0.08
2563,1.28
2564,0.24
2565,2.4
2566,0.12
2567,1.4
2568,0.04
2569,0.04
2570,1.44
2571,0.04
2572,0.04
2573,0.08
2574,3.52
2575,0.04
2576,3.96
2577,3.04
2578,2.36
2579,0.04
2580,0.08
2581,2.48
2582,0.04
2583,0.04
2584,0.04
2585,4.2
2586,4.8
2587,0.04
2588,0.04
2589,46.24
2590,0.08
2591,4.56
2592,0.08
2593,0.04
2594,1.8
2595,0.04
2596,3.2
2597,0.04
2598,2.04
2599,0.08
2600,3.76
2601,0.04
2602,0.08
2603,2.64
2604,8.72
2605,17.08
2606,0.04
2607,0.08
2608,9.2
2609,21.16
2610,0.08
2611,3.64
2612,0.08
2613,0.04
2614,0.04
2615,25.88
2616,0.12
2617,0.16
2618,0.04
2619,0.04
2620,0.2
2621,0.04
2622,0.08
2623,0.08
2624,0.08
2625,0.04
2626,0.04
2627,1.0
2628,0.32
2629,0.04
2630,0.08
2631,0.08
2632,0.04
2633,72.0
2634,14.88
2635,2.32
2636,0.04
2637,1.64
2638,12.12
2639,0.04
2640,7.56
2641,0.04
2642,9.16
2643,1.28
2644,0.16
2645,0.04
2646,0.04
2647,28.92
2648,0.04
2649,2.0
2650,0.04
2651,0.04
2652,0.04
2653,1.28
2654,29.32
2655,0.2
2656,0.08
2657,0.04
2658,3.4
2659,0.04
2660,0.04
2661,2.72
2662,28.2
2663,0.04
2664,30.28
2665,0.04
2666,32.6
2667,0.04
2668,0.2
2669,0.16
2670,0.2
2671,0.04
2672,0.04
2673,16.72
2674,15.84
2675,0.08
2676,22.6
2677,0.24
2678,17.4
2679,11.88
2680,11.6
2681,9.88
2682,0.04
2683,0.04
2684,3.64
2685,0.04
2686,0.04
2687,0.08
2688,0.04
2689,0.08
2690,0.04
2691,0.04
2692,0.04
2693,0.12
2694,4.8
2695,0.04
2696,0.04
2697,0.04
2698,0.04
2699,0.04
2700,0.08
2701,0.08
2702,0.04
2703,10.56
2704,0.16
2705,0.04
2706,0.16
2707,0.04
2708,0.04
2709,0.04
2710,5.88
2711,0.04
2712,0.04
2713,15.28
2714,1.6
2715,0.12
2716,0.52
2717,0.2
2718,1.68
2719,3.96
2720,0.04
2721,0.96
2722,0.12
2723,0.04
2724,0.08
2725,2.0
2726,0.04
2727,4.04
2728,0.04
2729,1.68
2730,0.08
2731,0.12
2732,0.04
2733,0.04
2734,0.12
2735,0.04
2736,0.36
2737,0.52
2738,0.04
2739,0.08
2740,0.04
2741,0.08
2742,0.04
2743,0.04
2744,0.04
2745,0.04
2746,0.04
2747,0.16
2748,5.24
2749,0.04
2750,0.04
2751,0.04
2752,2.72
2753,0.04
2754,0.04
2755,0.08
2756,1.52
2757,0.12
2758,1.04
2759,0.04
2760,12.28
2761,0.08
2762,6.64
2763,8.4
2764,38.96
2765,0.16
2766,1.4
2767,0.04
2768,0.08
2769,0.88
2770,8.48
2771,9.24
2772,0.04
2773,4.36
2774,0.04
2775,7.4
2776,0.2
2777,0.12
2778,0.08
2779,0.04
2780,4.92
2781,3.4
2782,0.08
2783,5.92
2784,0.04
2785,0.04
2786,0.08
2787,0.12
2788,0.84
2789,0.04
2790,7.04
2791,0.68
2792,0.96
2793,0.04
2794,1.92
2795,0.04
2796,0.52
2797,0.04
2798,0.6
2799,0.04
2800,0.32
2801,0.28
2802,0.04
2803,0.52
2804,11.88
2805,2.28
2806,0.04
2807,1.28
2808,0.24
2809,1.72
2810,0.12
2811,0.04
2812,2.28
2813,0.04
2814,1.0
2815,0.92
2816,1.68
2817,2.24
2818,0.08
2819,2.16
2820,0.08
2821,0.04
2822,5.88
2823,0.04
2824,48.12
2825,0.12
2826,0.04
2827,0.04
2828,0.04
2829,10.24
2830,10.24
2831,0.04
2832,13.64
2833,0.12
2834,0.04
2835,21.0
2836,0.04
2837,0.04
2838,5.6
2839,0.04
2840,0.04
2841,0.04
2842,0.04
2843,0.76
2844,0.2
2845,25.12
2846,5.36
2847,0.12
2848,13.52
2849,0.04
2850,1.32
2851,6.92
2852,0.12
2853,1.84
2854,0.04
2855,0.04
2856,6.92
2857,0.2
2858,0.04
2859,7.4
2860,0.04
2861,4.64
2862,0.04
2863,4.2
2864,0.04
2865,2.16
2866,6.12
2867,0.28
2868,0.04
2869,2.04
2870,0.08
2871,9.4
2872,0.04
2873,0.04
2874,0.04
2875,0.04
2876,5.72
2877,0.08
2878,0.04
2879,29.44
2880,44.64
2881,10.48
2882,0.04
2883,0.04
2884,6.68
2885,9.52
2886,11.96
2887,4.92
2888,1.84
2889,0.08
2890,0.04
2891,0.08
2892,3.8
2893,0.04
2894,0.04
2895,0.04
2896,8.68
2897,6.92
2898,0.04
2899,10.32
2900,0.04
2901,2.04
2902,0.04
2903,6.0
2904,0.08
2905,5.08
2906,0.04
2907,6.48
2908,0.04
2909,1.0
2910,2.04
2911,0.08
2912,2.16
2913,3.68
2914,0.04
2915,3.2
2916,2.76
2917,0.04
2918,0.04
2919,1.28
2920,0.04
2921,2.92
2922,0.08
2923,24.12
2924,11.68
2925,0.04
2926,0.08
2927,1.76
2928,0.04
2929,0.2
2930,0.04
2931,0.08
2932,1.04
2933,0.04
2934,0.04
2935,0.04
2936,1.6
2937,0.04
2938,19.96
2939,0.04
2940,5.24
2941,0.04
2942,30.16
2943,0.04
2944,9.24
2945,0.04
2946,2.24
2947,15.2
2948,0.04
2949,5.36
2950,0.04
2951,0.04
2952,0.04
2953,0.04
2954,0.08
2955,1.64
2956,0.12
2957,0.12
2958,0.04
2959,2.52
2960,0.04
2961,0.12
2962,13.96
2963,0.12
2964,0.04
2965,0.16
2966,28.88
2967,0.12
2968,23.04
2969,0.04
2970,0.04
2971,0.04
2972,25.44
2973,0.04
2974,0.04
2975,5.32
2976,0.04
2977,2.28
2978,0.04
2979,5.96
2980,5.0
2981,10.44
2982,0.04
2983,0.12
2984,0.08
2985,0.12
2986,1.24
2987,0.04
2988,2.84
2989,0.04
2990,2.2
2991,0.12
2992,4.68
2993,0.04
2994,0.04
2995,0.08
2996,0.28
2997,12.08
2998,0.04
2999,9.8
3000,1.36
3001,2.56
3002,18.72
3003,0.04
3004,0.04
3005,0.12
3006,4.76
3007,0.04
3008,13.24
3009,2.12
3010,0.04
3011,11.72
3012,0.68
3013,0.04
3014,0.04
3015,6.36
3016,0.04
3017,0.12
3018,0.04
3019,0.04
3020,0.04
3021,0.04
3022,0.08
3023,0.04
3024,0.04
3025,0.04
3026,2.52
3027,0.04
3028,0.04
3029,0.04
3030,0.04
3031,0.04
3032,0.04
3033,0.04
3034,19.24
3035,2.0
3036,0.28
3037,14.64
3038,0.12
3039,0.2
3040,0.04
3041,12.72
3042,0.24
3043,0.04
3044,11.36
3045,0.04
3046,0.04
3047,0.08
3048,0.04
3049,0.12
3050,0.08
3051,0.04
3052,4.8
3053,1.32
3054,53.24
3055,0.04
3056,6.44
3057,0.12
3058,0.04
3059,0.04
3060,0.04
3061,0.04
3062,2.64
3063,0.08
3064,2.44
3065,1.4
3066,0.04
3067,0.08
3068,2.72
3069,0.08
3070,2.48
3071,0.04
3072,1.48
3073,4.84
3074,2.6
3075,0.04
3076,8.08
3077,2.2
3078,5.68
3079,0.04
3080,8.28
3081,0.28
3082,0.04
3083,1.16
3084,0.04
3085,28.96
3086,0.2
3087,0.04
3088,0.08
3089,0.04
3090,0.2
3091,0.04
3092,0.04
3093,0.08
3094,0.04
3095,0.04
3096,0.04
3097,0.04
3098,2.88
3099,0.04
3100,0.04
3101,26.64
3102,0.04
3103,0.04
3104,0.12
3105,0.04
3106,6.48
3107,3.6
3108,0.04
3109,0.08
3110,2.2
3111,0.04
3112,0.04
3113,0.04
3114,3.56
3115,15.92
3116,0.04
3117,3.16
3118,3.48
3119,0.04
3120,0.04
3121,0.12
3122,8.96
3123,0.24
3124,0.04
3125,15.64
3126,0.04
3127,0.04
3128,19.52
3129,29.32
3130,0.04
3131,0.08
3132,5.24
3133,0.04
3134,0.04
3135,0.04
3136,1.44
3137,0.16
3138,0.08
3139,2.72
3140,0.04
3141,0.04
3142,0.04
3143,0.08
3144,1.88
3145,0.04
3146,0.12
3147,0.2
3148,0.08
3149,0.12
3150,0.04
3151,32.52
3152,0.12
3153,0.04
3154,0.04
3155,0.04
3156,0.04
3157,0.2
3158,1.04
3159,0.04
3160,0.04
3161,0.04
3162,6.08
3163,0.04
3164,1.76
3165,0.32
3166,0.04
3167,1.48
3168,0.12
3169,0.32
3170,0.04
3171,0.12
3172,0.32
3173,0.08
3174,0.04
3175,0.16
3176,0.08
3177,0.12
3178,1.4
3179,0.04
3180,0.28
3181,1.08
3182,0.04
3183,0.12
3184,0.04
3185,0.04
3186,0.96
3187,0.12
3188,0.12
3189,0.24
3190,0.72
3191,0.04
3192,0.04
3193,0.04
3194,0.12
3195,0.68
3196,0.04
3197,0.08
3198,0.08
3199,0.04
3200,7.04
3201,0.04
3202,0.12
3203,2.48
3204,0.32
3205,0.04
3206,0.04
3207,0.04
3208,0.04
3209,3.08
3210,0.08
3211,0.16
3212,0.32
3213,4.64
3214,0.08
3215,32.48
3216,0.04
3217,2.6
3218,0.36
3219,0.0
3220,0.04
3221,72.68
3222,1180.8
3223,1099.68
3224,1069.44
3225,1215.84
